Ticker_x,Date,Open,High,Low,Close,SMA_14,EMA_14,RSI_14,ATR_14,STOCH_K,STOCH_D,High_pct_change,Low_pct_change,Close_pct_change,INDEX_FUTURES_Buy_Amount in Crore,INDEX_FUTURES_Buy_No. of Contracts,INDEX_FUTURES_OI_Amount in Crore,INDEX_FUTURES_OI_No. of Contracts,INDEX_FUTURES_Sell_Amount in crore,INDEX_FUTURES_Sell_No. of Contracts,INDEX_OPTIONS_Buy_Amount in Crore,INDEX_OPTIONS_Buy_No. of Contracts,INDEX_OPTIONS_OI_Amount in Crore,INDEX_OPTIONS_OI_No. of Contracts,INDEX_OPTIONS_Sell_Amount in crore,INDEX_OPTIONS_Sell_No. of Contracts,INTEREST_RATE_FUTURES_Buy_Amount in Crore,INTEREST_RATE_FUTURES_Buy_No. of Contracts,INTEREST_RATE_FUTURES_OI_Amount in Crore,INTEREST_RATE_FUTURES_OI_No. of Contracts,INTEREST_RATE_FUTURES_Sell_Amount in crore,INTEREST_RATE_FUTURES_Sell_No. of Contracts,STOCK_FUTURES_Buy_Amount in Crore,STOCK_FUTURES_Buy_No. of Contracts,STOCK_FUTURES_OI_Amount in Crore,STOCK_FUTURES_OI_No. of Contracts,STOCK_FUTURES_Sell_Amount in crore,STOCK_FUTURES_Sell_No. of Contracts,STOCK_OPTIONS_Buy_Amount in Crore,STOCK_OPTIONS_Buy_No. of Contracts,STOCK_OPTIONS_OI_Amount in Crore,STOCK_OPTIONS_OI_No. of Contracts,STOCK_OPTIONS_Sell_Amount in crore,STOCK_OPTIONS_Sell_No. of Contracts,P/E,P/B,Div Yield%,SPX_Close,SPX_High,SPX_Low,SPX_Open,SPX_Volume,Ticker_y,VIX_Open,VIX_High,VIX_Low,VIX_Close,expiry,put_ratio,call_ratio,days_to_expiry
NIFTY,2025-04-09,22460.3,22468.7,22353.25,22399.15,23158.242857142854,22891.058870421788,40.073428068147855,331.15161845016746,30.83327453608979,29.252020665271164,0.0373993223599037,-0.4766187450746396,-0.2722581621794803,4748.32,29922.0,33863.42,212204.0,5078.15,31427.0,4148533.97,26535927.0,588067.13,3547439.0,4088289.86,26184387.0,0.0,0.0,0.09,431.0,0.0,0.0,21737.82,379813.0,332443.83,5694120.0,22105.05,387828.0,70350.59,1166451.0,73208.46,1284596.0,71101.24,1184118.0,20.36,3.31,1.38,5456.899902,5481.339844,4948.430176,4965.279785,9489600000.0,INDIA VIX,20.44,21.75,19.7,21.43,2025-04-09,-0.0026847370694068,-0.0026847370694068,0.0
,2025-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5268.049805,5353.149902,5115.27002,5353.149902,6677140000.0,,,,,,,,,
NIFTY,2025-04-11,22695.4,22923.9,22695.4,22828.55,23132.37857142857,22882.72435436555,48.34677069538252,344.98007427515546,51.03130365248474,39.70930642771464,1.0068119530830035,0.0,0.586682763908095,4435.72,28288.0,32264.95,203964.0,5584.59,34994.0,2562959.97,15342778.0,407259.32,2508848.0,2650274.95,15860219.0,0.0,0.0,0.09,431.0,0.0,0.0,18627.63,323129.0,330810.35,5706662.0,19639.86,344899.0,56655.37,920302.0,74603.2,1311604.0,58236.7,948124.0,20.75,3.38,1.36,5363.359863,5381.459961,5220.77002,5255.560059,5602550000.0,INDIA VIX,21.43,21.43,18.86,20.11,2025-04-17,0.0046088634701304,0.0134212219216227,6.0
,2025-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5405.970215,5459.459961,5358.02002,5441.959961,5031440000.0,,,,,,,,,
NIFTY,2025-04-15,23368.35,23368.35,23207.0,23328.55,23130.81785714285,22942.16777378348,55.96946024349238,358.89578325550144,74.55020108657305,52.13825975838253,0.0,-0.690463811094915,-0.1703158331675076,5796.12,35102.0,33073.16,205540.0,3374.79,20480.0,1161941.74,7006329.0,528100.46,3192019.0,1119702.35,6758210.0,0.0,0.0,0.09,431.0,0.0,0.0,21720.35,368261.0,339896.59,5760998.0,16609.69,288651.0,64917.33,1041172.0,80571.62,1394011.0,65354.65,1058209.0,21.2,3.45,1.33,5396.629883,5450.410156,5386.439941,5411.990234,4317110000.0,INDIA VIX,20.11,20.11,15.97,16.13,2025-04-17,-0.002924896280653,0.0056336883006289,2.0
NIFTY,2025-04-15,23368.35,23368.35,23207.0,23328.55,23130.81785714285,22942.16777378348,55.96946024349238,358.89578325550144,74.55020108657305,52.13825975838253,0.0,-0.690463811094915,-0.1703158331675076,5796.12,35102.0,33073.16,205540.0,3374.79,20480.0,1161941.74,7006329.0,528100.46,3192019.0,1119702.35,6758210.0,0.0,0.0,0.09,431.0,0.0,0.0,21720.35,368261.0,339896.59,5760998.0,16609.69,288651.0,64917.33,1041172.0,80571.62,1394011.0,65354.65,1058209.0,21.2,3.45,1.33,5396.629883,5450.410156,5386.439941,5411.990234,4317110000.0,INDIA VIX,20.11,20.11,15.97,16.13,2025-04-17,-0.002924896280653,0.0056336883006289,2.0
NIFTY,2025-04-16,23344.1,23452.2,23273.05,23437.2,23115.02142857143,23008.172070612345,57.439280161977614,346.0567987372514,79.66085749900053,68.41412074601944,0.4630720396160151,-0.3043595598031163,0.3988159749144417,5794.75,34734.0,32805.06,199939.0,3497.89,20847.0,2097542.45,13043420.0,536101.36,3134416.0,2229761.19,13852695.0,0.0,0.0,0.09,431.0,0.0,0.0,27267.6,441113.0,349626.69,5776232.0,22609.99,367193.0,66297.72,1063581.0,89635.43,1512506.0,72661.06,1170826.0,21.3,3.47,1.32,5275.700195,5367.240234,5220.790039,5335.75,4607750000.0,INDIA VIX,16.13,16.13,15.12,15.87,2025-04-17,-0.0018891283022262,-0.0018891283022262,1.0
NIFTY,2025-04-17,23401.85,23872.35,23298.55,23851.65,23128.092857142856,23120.635794530703,62.57185737560529,362.3241702560191,99.02757551557302,84.41287803371554,2.010524808936046,-0.4414180930140107,1.922070263675748,3436.72,21095.0,32758.92,198446.0,3262.0,19800.0,1706070.03,9911552.0,523890.22,3053499.0,1674272.11,9741127.0,0.0,0.0,0.09,431.0,0.0,0.0,25151.97,408007.0,351847.46,5794653.0,26609.81,432428.0,72516.74,1166770.0,94523.24,1587210.0,74313.6,1195206.0,21.68,3.53,1.3,5282.700195,5328.310059,5255.580078,5305.450195,4714880000.0,INDIA VIX,15.87,16.46,15.09,15.47,2025-04-17,0.0170136121716872,0.0191501953905355,0.0
NIFTY,2025-04-21,23949.15,24189.55,23903.65,24125.55,23173.714285714286,23254.62435525994,65.5303341984195,360.5795866663033,97.38337626231652,92.02393642563004,1.0037934540474205,-0.1899858658866807,0.7365605877452761,7017.46,41756.0,34339.49,203369.0,6572.82,38925.0,4227994.96,24117046.0,436261.54,2537166.0,4286792.85,24443510.0,0.0,0.0,0.09,431.0,0.0,0.0,44233.5,716449.0,363274.57,5914375.0,39401.37,642019.0,93922.88,1464685.0,98121.67,1625902.0,89181.75,1385395.0,21.93,3.57,1.28,5158.200195,5232.939941,5101.629883,5232.939941,4226340000.0,INDIA VIX,15.47,16.33,14.22,15.52,2025-04-24,0.0021232486330411,0.0021232486330411,3.0
NIFTY,2025-04-22,24185.4,24242.6,24072.0,24167.25,23214.807142857146,23376.307774558616,65.97133914428537,347.0096161901388,96.98473358810706,97.79856178866554,0.2365063219959028,-0.4688779180828163,-0.0750452752487097,9634.26,57145.0,36006.78,210470.0,8534.79,51142.0,1637658.71,9658330.0,628446.21,3603808.0,1685478.24,9949114.0,2.14,102.0,0.09,431.0,2.14,102.0,143511.1,2331374.0,374552.39,6009850.0,143197.73,2325675.0,100353.71,1548469.0,106895.85,1730102.0,98666.62,1506353.0,21.97,3.57,1.28,5287.759766,5309.609863,5207.669922,5207.669922,4666950000.0,INDIA VIX,15.52,16.01,14.54,15.23,2025-04-24,-0.0076657818353221,0.0006036699827167,2.0
NIFTY,2025-04-23,24357.6,24359.3,24119.95,24328.95,23272.635714285712,23503.326737950803,67.69719783297526,339.3196436051288,98.83967656223123,97.73592880421828,0.0069793411501984,-0.9756708378493688,-0.117622425854755,10951.09,65141.0,36519.96,212917.0,11186.15,66206.0,2074793.23,12407607.0,624089.23,3539679.0,2107786.38,12611533.0,1.07,51.0,0.09,431.0,1.07,51.0,137183.73,2187225.0,383372.18,6128679.0,136943.46,2194342.0,92743.53,1374814.0,111619.46,1792420.0,93445.79,1382694.0,21.99,3.6,1.27,5375.859863,5469.689941,5356.169922,5395.919922,5371390000.0,INDIA VIX,15.23,16.52,12.84,15.96,2025-04-24,-0.0146812493841756,-0.0023647650014778,1.0
NIFTY,2025-04-24,24277.9,24347.85,24216.15,24246.7,23349.85,23602.443172890697,65.86724275426317,324.4896690619051,95.69514269875565,97.17318428303132,0.2881221192936666,-0.2543465456237977,-0.1285119388415008,11207.23,64878.0,35948.91,208625.0,9881.11,57314.0,2290885.67,13047985.0,738983.25,4186889.0,2303196.61,13123527.0,3.2,152.0,0.09,431.0,3.2,152.0,107736.99,1728578.0,384494.49,6095142.0,103420.08,1658369.0,88011.17,1350973.0,113213.08,1800643.0,89297.42,1367778.0,21.91,3.59,1.28,5484.77002,5489.399902,5371.959961,5381.379883,4697710000.0,INDIA VIX,15.96,16.76,15.55,16.25,2025-04-24,-0.0011491932992557,0.0009102929001272,0.0
NIFTY,2025-04-25,24289.0,24365.45,23847.85,24039.35,23400.35,23660.69741650527,61.36389513514755,338.28326412891204,87.56198031886481,94.03226652661722,0.3147515336160432,-1.816254271480924,-1.0278315286755382,8145.88,47474.0,23175.36,135902.0,7190.31,41873.0,3835980.17,22232748.0,238577.71,1350519.0,3844515.05,22266508.0,2.02,96.0,0.08,401.0,2.02,96.0,55415.09,850655.0,362837.15,5756415.0,52442.12,800404.0,45507.03,687542.0,27593.56,437379.0,45571.08,689064.0,21.72,3.56,1.29,5525.209961,5528.109863,5455.859863,5489.72998,4236580000.0,INDIA VIX,16.25,17.58,15.92,17.16,2025-04-30,-0.011898390217794,0.0004528799044836,5.0
NIFTY,2025-04-28,24070.25,24355.1,24054.05,24328.5,23477.37857142857,23749.737760971235,64.96151406504146,336.6737452625612,98.5906629033488,93.94926197365642,1.183411057217929,-0.0673029985147671,1.0729011954591248,6969.88,40694.0,23914.44,142470.0,8642.22,51080.0,1390691.93,7959947.0,393541.0,2250198.0,1457069.39,8334533.0,0.0,0.0,0.08,401.0,0.0,0.0,29133.57,462358.0,360287.9,5827565.0,27231.86,446527.0,59055.18,896071.0,39134.79,637153.0,60800.59,928482.0,21.97,3.6,1.29,5528.75,5553.660156,5468.640137,5529.220215,4257880000.0,INDIA VIX,17.16,18.07,16.62,16.94,2025-04-30,-0.0029185405220136,0.0178539898837777,2.0
NIFTY,2025-04-29,24370.7,24457.65,24290.75,24335.95,23579.62857142857,23827.89939284174,65.05180918542112,324.5470491723783,95.51584377302872,93.8894956650808,0.3567808885259788,-0.3280578727734563,-0.1425892567714509,4843.7,27776.0,25458.42,148594.0,2634.47,15334.0,1386714.98,7925127.0,517667.9,2933690.0,1392625.6,7940559.0,0.0,0.0,0.08,401.0,0.0,0.0,24029.12,388000.0,366491.43,5848795.0,18784.35,303104.0,46348.81,703965.0,46143.82,737417.0,47348.39,719395.0,21.94,3.6,1.29,5560.830078,5571.950195,5505.700195,5508.870117,4747150000.0,INDIA VIX,16.94,17.59,16.07,17.37,2025-04-30,-0.0029010245910048,0.0053055513382873,1.0
NIFTY,2025-04-30,24342.05,24396.15,24198.75,24334.2,23734.81428571429,23895.406140462845,65.00942910646802,315.4651170886371,94.35476495335648,96.15375720991136,0.2222491532143027,-0.5886932283846237,-0.0322487218619571,3710.82,21103.0,26944.36,157067.0,2801.74,16234.0,2586042.74,15175718.0,518265.71,2888286.0,2626406.22,15428988.0,0.0,0.0,0.08,401.0,0.0,0.0,17058.17,274046.0,368460.94,5891507.0,17274.33,277574.0,47476.42,704995.0,51689.22,823234.0,47721.3,703308.0,21.94,3.6,1.29,5569.060059,5581.839844,5433.240234,5499.439941,5449490000.0,INDIA VIX,17.37,18.56,15.99,18.22,2025-04-30,0.0003265953360542,0.0003265953360542,0.0
,2025-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5604.140137,5658.910156,5597.350098,5625.140137,4935270000.0,,,,,,,,,
NIFTY,2025-05-02,24311.9,24589.15,24238.5,24346.7,23864.16071428572,23955.5786550678,65.18390646198556,317.97832301087743,89.15649179301397,93.0090335064664,1.140388040424648,-0.3019097643540877,0.1431397792850385,3993.01,22950.0,27454.84,160206.0,2573.3,15053.0,2679958.39,14817470.0,296228.98,1685759.0,2652906.52,14670991.0,0.0,0.0,0.08,401.0,0.0,0.0,22952.32,363475.0,369770.81,5932755.0,19969.92,322191.0,48780.38,710770.0,55879.69,901095.0,48545.22,710585.0,21.95,3.6,1.29,5686.669922,5700.700195,5642.279785,5645.879883,4854380000.0,INDIA VIX,18.22,18.86,17.35,18.26,2025-05-08,-0.0128291083790242,0.0077369518630794,6.0
NIFTY,2025-05-05,24419.5,24526.4,24400.65,24461.15,24011.446428571428,24022.988167725427,66.81550648495457,308.101299938672,93.24092409240924,92.25072694625987,0.437764901001255,-0.0771924077069495,0.1705604127848705,5110.57,29188.0,27699.86,161653.0,4817.4,27689.0,1446874.2,8174295.0,444300.58,2519583.0,1490568.55,8425712.0,0.0,0.0,0.08,401.0,0.0,0.0,22592.6,358873.0,370855.78,5957963.0,22481.2,359933.0,48183.17,717785.0,60634.14,982912.0,51230.28,764466.0,21.99,3.62,1.28,5650.379883,5683.379883,5634.47998,5655.319824,4358260000.0,INDIA VIX,18.26,18.8,18.07,18.34,2025-05-08,-0.0007985421486926,0.0032965457933209,3.0
NIFTY,2025-05-06,24500.75,24509.65,24331.8,24379.6,24122.23571428572,24070.536412028705,64.49618711626502,298.7976356573384,84.83883804218047,89.07875130920122,0.0363254186096403,-0.6895707274267143,-0.494474658939018,3591.34,20506.0,28414.54,163825.0,3057.72,17818.0,1257780.98,7142288.0,550528.46,3117978.0,1308023.24,7431988.0,0.0,0.0,8.43,401.0,0.0,0.0,20298.54,328940.0,374289.42,5948314.0,17493.54,280670.0,54935.06,830565.0,65139.94,1040828.0,56277.67,848329.0,21.95,3.61,1.29,5606.910156,5649.580078,5586.040039,5605.870117,4717260000.0,INDIA VIX,18.34,19.3,17.99,19.0,2025-05-08,-0.0041121190167647,-3.061130781711885e-05,2.0
NIFTY,2025-05-07,24233.3,24449.6,24220.0,24414.4,24199.796428571422,24116.38489042488,65.05366151905679,293.8549473960998,86.72213357647597,88.26729857035524,0.8925734423293537,-0.0548831566480804,0.7473187721028592,3485.07,20290.0,29413.35,171441.0,2932.93,17367.0,2084695.34,12297866.0,513551.33,2880176.0,2056777.63,12136742.0,0.0,0.0,8.42,401.0,0.0,0.0,21636.48,343275.0,371027.7,5984464.0,20876.43,348106.0,58975.76,893761.0,69488.35,1127919.0,60493.21,920704.0,21.99,3.61,1.27,5631.279785,5654.72998,5578.640137,5614.180176,4987440000.0,INDIA VIX,19.0,19.73,18.37,19.06,2025-05-08,0.0027524109386669,0.0110055172015368,1.0
NIFTY,2025-05-08,24431.5,24447.25,24150.2,24273.8,24259.55357142857,24137.37357170157,60.89348709354536,294.0831654392356,75.56562838989605,82.37553333618416,0.0644659558357039,-1.1513824366084735,-0.6454781736692414,3832.25,22516.0,14185.5,166508.0,3363.07,19411.0,1509705.05,8390410.0,290725.61,3169070.0,1515598.52,8425491.0,0.0,0.0,8.42,401.0,0.0,0.0,20899.17,349090.0,252028.72,5988235.0,18763.16,305075.0,61288.34,927932.0,32169.61,1180387.0,58927.39,889798.0,21.86,3.59,1.28,5663.939941,5720.100098,5635.379883,5663.600098,5627400000.0,INDIA VIX,19.06,21.89,18.15,21.01,2025-05-08,-0.001289319116714,-0.001289319116714,0.0
NIFTY,2025-05-09,23935.75,24164.25,23935.75,24008.0,24270.721428571425,24120.12376214136,53.8787464808548,297.22365362214725,21.60393902603545,61.29723366413583,0.9546389814398965,0.0,0.3018497435843874,6639.44,37802.0,29302.85,171768.0,5300.8,30796.0,2730511.65,15088883.0,401761.31,2293667.0,2648617.34,14633452.0,0.0,0.0,8.43,401.0,0.0,0.0,27670.1,447109.0,371557.24,6021749.0,28568.4,468287.0,61426.98,949730.0,77502.12,1263438.0,60669.92,947091.0,21.62,3.55,1.29,5659.910156,5691.689941,5644.149902,5679.649902,4645090000.0,INDIA VIX,21.01,22.75,21.0,21.63,2025-05-15,0.0026842693460618,0.0026842693460618,6.0
NIFTY,2025-05-12,24420.1,24944.8,24378.85,24924.7,24327.80357142857,24227.400593855844,67.69894802243866,342.90767836342235,98.167646656639,65.11240469085685,2.148639849959668,-0.1689182271980868,2.0663306047067875,4653.77,27517.0,27238.72,161807.0,7246.13,42406.0,1132594.1,6483928.0,479309.67,2765894.0,1164359.8,6670523.0,0.0,0.0,8.42,401.0,0.0,0.0,21422.16,360161.0,364769.04,5948649.0,23177.43,375763.0,58594.53,914257.0,80154.85,1318308.0,57344.45,896077.0,22.43,3.69,1.11,5844.189941,5845.370117,5786.080078,5807.200195,6014580000.0,INDIA VIX,21.63,21.63,17.21,18.39,2025-05-15,-0.0172030417565857,0.0073668821994996,3.0
NIFTY,2025-05-13,24864.05,24973.8,24547.5,24578.35,24357.16785714286,24274.1938480084,60.34188025024238,348.86427276603496,64.8785470047515,61.550044229142,0.4414003350218488,-1.2731232442019675,-1.1490485258837588,6763.66,39136.0,28262.97,160464.0,5552.37,31563.0,1662868.44,9344001.0,608059.33,3386020.0,1636479.23,9213550.0,0.0,0.0,0.0,0.0,0.0,0.0,31189.31,486540.0,383115.28,5997282.0,24115.0,378109.0,78736.83,1181713.0,86303.36,1367738.0,79659.9,1198129.0,22.08,3.64,1.13,5886.549805,5906.640137,5845.02002,5854.149902,5516290000.0,INDIA VIX,18.39,18.9,17.89,18.2,2025-05-15,-0.014641621135736,0.0054677335349631,2.0
NIFTY,2025-05-14,24613.8,24767.55,24535.55,24666.9,24381.307142857146,24326.554668273944,61.494030081711074,340.5168247113182,72.74301700786025,78.59640355641692,0.6246495868171513,-0.3179110905264526,0.2157326377885665,4329.46,24259.0,25403.39,146437.0,10997.74,60912.0,3360473.4,19597189.0,594150.4,3298603.0,3383509.39,19742569.0,0.0,0.0,8.42,401.0,0.0,0.0,20215.85,312443.0,375991.86,5954471.0,27456.16,419144.0,70514.24,1026778.0,89707.26,1425429.0,73529.91,1073889.0,22.14,3.65,1.13,5892.580078,5906.549805,5872.109863,5896.740234,5233450000.0,INDIA VIX,18.2,19.24,17.08,17.23,2025-05-15,-0.0046234226328319,0.0156903850685388,1.0
NIFTY,2025-05-15,24694.45,25116.25,24494.45,25062.1,24439.55,24424.62737917076,66.21197342923408,360.6084800890811,95.73084200567634,77.78413533942937,1.708076106169602,-0.8098985804502631,1.4887960655126873,3577.76,20526.0,25817.91,148336.0,3320.25,18829.0,1760270.87,9619495.0,597527.1,3317234.0,1762275.33,9632600.0,0.0,0.0,8.44,401.0,0.0,0.0,20377.46,331492.0,378384.21,5959543.0,20196.72,331472.0,71300.15,1101257.0,93942.8,1480917.0,73611.56,1133787.0,22.43,3.71,1.11,5916.930176,5924.209961,5865.160156,5869.819824,4991290000.0,INDIA VIX,17.23,17.67,16.72,16.89,2025-05-15,0.0143979720139544,0.0164227184650802,0.0
NIFTY,2025-05-16,25064.65,25070.0,24953.05,25019.8,24509.582142857143,24503.98372861465,65.28987222767654,343.20430293986107,91.82973316391352,86.76786405915004,0.0213448023411399,-0.4452485871536294,-0.1789372682243804,9253.75,51012.0,27123.51,153582.0,5296.04,29730.0,4725994.83,25569210.0,435473.74,2416731.0,4716675.39,25493799.0,0.0,0.0,8.45,401.0,0.0,0.0,29522.98,453171.0,384413.58,5977270.0,22689.0,353172.0,84179.35,1245413.0,98803.39,1537264.0,84317.05,1250412.0,22.39,3.7,1.14,5958.379883,5958.620117,5907.359863,5929.089844,4850850000.0,INDIA VIX,16.89,17.06,16.22,16.55,2025-05-22,-0.0025793298530002,-0.0025793298530002,6.0
NIFTY,2025-05-19,25005.35,25062.95,24916.65,24945.45,24553.65,24562.8458981327,63.61295015259194,329.1397098727281,85.53155442609071,91.03070986522688,0.2303507049491496,-0.3547240890449327,-0.2395487365703652,2653.47,14806.0,26994.03,152326.0,4446.36,24520.0,907886.16,5012166.0,503110.04,2783300.0,915490.82,5070244.0,0.0,0.0,8.47,401.0,0.0,0.0,17542.16,280667.0,386383.8,5973687.0,19935.34,309440.0,78426.88,1190133.0,104982.66,1622140.0,82273.27,1245733.0,22.33,3.69,1.14,5963.600098,5968.609863,5895.689941,5902.879883,4144010000.0,INDIA VIX,16.55,17.45,15.83,17.36,2025-05-22,-0.0002139542137982,-0.0002139542137982,3.0
NIFTY,2025-05-20,24996.2,25010.35,24669.7,24683.9,24578.50357142857,24578.98644504834,57.97210038207877,329.96187345324734,63.37568826768331,80.24565861922919,0.0566086045078764,-1.306198542178411,-1.2493899072659016,2563.83,14547.0,27019.06,153003.0,2650.58,14810.0,1062828.19,5951645.0,564428.48,3135313.0,1081536.65,6064583.0,0.0,0.0,8.47,401.0,0.0,0.0,19047.23,298452.0,385565.69,5965303.0,22761.81,357120.0,75783.76,1130898.0,110095.54,1699804.0,78655.11,1172996.0,22.08,3.65,1.15,5940.459961,5953.060059,5909.259766,5944.660156,4416850000.0,INDIA VIX,17.36,17.66,15.97,17.39,2025-05-22,0.0001520231075122,0.0001520231075122,2.0
NIFTY,2025-05-21,24744.25,24946.2,24685.35,24813.45,24612.735714285714,24610.24825237523,59.87025995355248,325.128882492301,74.34985175772984,74.41903148383463,0.8161492063812834,-0.2380350990634246,0.2796609313274831,2793.5,15751.0,26132.61,149539.0,5577.72,31001.0,2890483.05,16876759.0,550640.41,3057383.0,2890636.01,16892036.0,0.0,0.0,8.46,401.0,0.0,0.0,21864.1,339495.0,378585.89,5939807.0,25897.04,401917.0,85216.74,1269871.0,114254.91,1790932.0,87964.92,1312415.0,22.19,3.67,1.15,5844.609863,5938.370117,5830.910156,5910.180176,5254250000.0,INDIA VIX,17.39,18.0,17.04,17.55,2025-05-22,-0.0017882942501793,0.0103357345645958,1.0
NIFTY,2025-05-22,24733.95,24737.5,24462.4,24609.7,24631.52142857143,24610.17515205853,55.61585764919155,326.980390885708,57.09021601016524,64.9385853451928,0.0143527418790741,-1.0978836781023624,-0.5023459657676999,3535.98,20127.0,26175.61,149533.0,3334.0,18965.0,1797898.2,9745431.0,549639.13,3041317.0,1764150.88,9565841.0,0.0,0.0,8.48,401.0,0.0,0.0,21377.15,328897.0,382456.85,5966662.0,19292.95,302014.0,88452.56,1272696.0,117492.87,1836058.0,90021.55,1300642.0,22.01,3.64,1.11,5842.009766,5878.080078,5825.819824,5841.259766,5157050000.0,INDIA VIX,17.55,18.2,16.71,17.26,2025-05-22,-0.0094586590496059,-0.0054156331681757,0.0
NIFTY,2025-05-23,24639.5,24909.05,24614.05,24853.15,24659.521428571432,24642.57179845073,59.334232974616256,325.0067915367287,77.71283354510813,69.71763377100108,1.093975121248399,-0.1032894336329906,0.8671036344081716,3770.62,21136.0,26632.7,153120.0,6940.05,38857.0,3451263.52,18786320.0,414897.91,2341880.0,3492755.33,18999333.0,0.0,0.0,8.47,401.0,0.0,0.0,22157.22,352805.0,380414.11,5978072.0,25618.02,412247.0,80779.98,1234875.0,121832.79,1915815.0,84263.24,1288547.0,22.4,3.68,1.1,5802.819824,5829.509766,5767.410156,5781.890137,4662820000.0,INDIA VIX,17.26,17.52,15.49,17.28,2025-05-29,-0.0056616408612187,0.014630978713042,6.0
NIFTY,2025-05-26,24919.35,25079.2,24900.5,25001.15,24703.917857142857,24690.38222532397,61.44870056709518,317.9384492841052,90.24989411266424,75.01764788931256,0.6414693802206004,-0.0756440276331386,0.3282589634159916,5792.36,32437.0,28101.24,159347.0,5640.62,31326.0,1089900.31,6074577.0,492135.45,2754970.0,1065031.11,5925879.0,0.0,0.0,8.47,401.0,0.0,0.0,31723.55,484725.0,384027.12,5991713.0,28687.73,439784.0,84285.81,1236668.0,125219.23,1954904.0,82460.65,1209620.0,22.58,3.7,1.09,,,,,,INDIA VIX,17.28,18.41,16.06,18.02,2025-05-29,-0.0168282880572726,0.003236440757885,3.0
NIFTY,2025-05-27,24956.65,25062.9,24704.1,24826.2,24733.332142857143,24708.49126194744,57.633775183841294,320.85713147809787,75.42990258365106,81.13087674714114,0.4257382300909778,-1.011954729500966,-0.5227063728505257,6712.29,38322.0,29949.72,168166.0,6147.47,35439.0,1140855.15,6409378.0,564188.05,3147304.0,1093764.64,6151791.0,0.0,0.0,8.48,401.0,0.0,0.0,136735.97,2149617.0,386513.87,6006365.0,134574.93,2134259.0,89516.06,1330726.0,128673.17,1995273.0,82458.65,1220465.0,22.38,3.67,1.1,5921.540039,5924.330078,5854.069824,5854.069824,5366380000.0,INDIA VIX,18.02,19.19,17.42,18.54,2025-05-29,-0.0182977282608043,0.0017370119787711,2.0
NIFTY,2025-05-28,24832.5,24864.25,24737.05,24752.45,24767.52142857143,24714.35242702112,56.05393834273975,307.0244792296624,69.18254976704792,78.28744882112109,0.1278566394845464,-0.3843753146078756,-0.3223598107319008,11324.42,64660.0,32192.92,180775.0,14312.64,80762.0,2886707.84,16762526.0,584490.25,3236918.0,2900180.62,16847651.0,7.93,375.0,8.46,401.0,7.92,375.0,133247.39,2093510.0,389660.43,6069471.0,135562.16,2124844.0,79794.04,1192477.0,129971.88,2027791.0,76307.39,1135373.0,22.32,3.66,1.16,5888.549805,5939.919922,5881.879883,5925.540039,4665050000.0,INDIA VIX,18.54,19.04,17.88,18.02,2025-05-29,-0.0133897110641296,0.0067451927917043,1.0
NIFTY,2025-05-29,24825.1,24892.6,24677.3,24833.6,24826.492857142857,24730.2521034183,57.43649746059678,300.4727307132579,61.66937889883362,68.76061041651089,0.271902227986997,-0.5953651747626365,0.0342395398205848,7272.3,41706.0,33115.62,186401.0,9376.75,53300.0,1354858.69,7507809.0,544801.73,3031106.0,1455237.72,8065522.0,0.0,0.0,8.48,401.0,0.0,0.0,98468.83,1525706.0,388908.15,6067058.0,102282.27,1588275.0,63213.07,941372.0,128801.62,2021922.0,66905.17,1001505.0,22.39,3.63,1.17,5912.169922,5943.129883,5873.799805,5939.959961,4569750000.0,INDIA VIX,18.02,18.02,16.21,16.42,2025-05-29,-0.0050392546253589,-0.001011073469996,0.0
NIFTY,2025-05-30,24812.6,24863.95,24717.4,24750.7,24814.06428571429,24732.9784896292,55.51506427726085,289.4782499480251,44.09268180775406,58.31487015787855,0.2069513069972602,-0.3836760355625653,-0.2494700273248181,8179.06,45921.0,22810.57,128725.0,11039.62,61468.0,4221210.29,23683952.0,222599.98,1232257.0,4213476.87,23657373.0,0.0,0.0,7.91,375.0,0.0,0.0,49320.34,745935.0,376464.73,5830697.0,51180.78,773095.0,42082.92,631914.0,24145.86,376599.0,42435.65,647057.0,22.32,3.62,1.25,5911.689941,5922.140137,5843.660156,5903.669922,6378540000.0,INDIA VIX,16.42,16.55,15.29,16.08,2025-06-05,-0.0005078065176562,0.0075526143975239,6.0
